order_id,user_id,order_timestamp,city,restaurant_name,cuisine,payment_method,quantity,order_value,discount,final_amount,delivery_rating
5900,7288,2025-11-19 06:33:54,Mumbai,Tandoori House,North Indian,UPI,5,1500,20,1480,2
5901,2406,2025-11-06 15:32:21,Hyderabad,Burger Barn,North Indian,NET_BANKING,4,1000,10,990,2
5902,7112,2025-11-12 16:28:31,Hyderabad,Noodle Nation,Chinese,COD,1,400,30,370,2
5903,1086,2025-11-08 23:38:37,Mumbai,Noodle Nation,Indian,NET_BANKING,2,800,10,790,4
5904,9536,2025-11-19 00:33:20,Chennai,Curry Palace,North Indian,CARD,3,1200,0,1200,2
5905,3587,2025-10-27 15:26:32,Delhi,Tandoori House,North Indian,UPI,1,400,10,390,4
5906,7160,2025-11-03 18:02:53,Hyderabad,Burger Barn,Chinese,NET_BANKING,2,400,50,350,4
5907,2052,2025-10-27 18:36:35,Bangalore,Pizza Planet,Fast Food,COD,3,600,50,550,3
5908,6225,2025-11-02 02:31:21,Chennai,Spice Hub,Fast Food,UPI,1,400,10,390,1
5909,6890,2025-11-19 22:50:35,Bangalore,Tandoori House,Chinese,UPI,3,1050,20,1030,3
5910,8809,2025-11-09 21:35:43,Hyderabad,Spice Hub,Fast Food,CARD,1,200,20,180,3
5911,9836,2025-11-20 17:19:49,Bangalore,Tandoori House,Indian,CARD,3,750,20,730,3
5912,2281,2025-11-03 11:26:18,Chennai,Noodle Nation,Chinese,COD,2,700,30,670,3
5913,9218,2025-11-09 16:03:04,Mumbai,Spice Hub,Indian,UPI,4,1600,10,1590,3
5914,4877,2025-11-25 14:10:16,Hyderabad,Noodle Nation,Chinese,UPI,3,1500,10,1490,2
5915,4276,2025-11-22 14:27:44,Bangalore,Burger Barn,Indian,UPI,1,200,0,200,1
5916,4000,2025-11-09 01:52:06,Mumbai,Pizza Planet,Italian,NET_BANKING,4,1000,50,950,4
5917,7977,2025-11-20 00:00:49,Delhi,Noodle Nation,Indian,UPI,2,1000,20,980,5
5918,5161,2025-10-26 17:31:31,Pune,Burger Barn,Fast Food,UPI,1,150,0,150,4
5919,7894,2025-11-14 22:40:38,Bangalore,Curry Palace,Chinese,UPI,5,750,20,730,3
5920,1764,2025-11-17 03:28:34,Pune,Pizza Planet,Italian,COD,3,1500,10,1490,5
5921,5658,2025-11-04 17:20:57,Mumbai,Noodle Nation,Chinese,COD,2,400,30,370,3
5922,5755,2025-11-10 18:35:13,Delhi,Spice Hub,North Indian,UPI,1,500,50,450,4
5923,1622,2025-10-30 13:05:55,Hyderabad,Pizza Planet,Fast Food,UPI,3,450,20,430,5
5924,1349,2025-10-31 18:47:49,Delhi,Curry Palace,Indian,COD,2,600,10,590,2
5925,5205,2025-11-16 05:37:35,Bangalore,Spice Hub,North Indian,CARD,4,1200,50,1150,3
5926,5036,2025-11-03 23:36:24,Hyderabad,Noodle Nation,Chinese,CARD,3,750,30,720,2
5927,5922,2025-11-13 08:42:56,Delhi,Pizza Planet,North Indian,NET_BANKING,2,800,0,800,1
5928,3460,2025-10-30 03:11:43,Chennai,Spice Hub,Italian,NET_BANKING,3,1500,30,1470,5
5929,8398,2025-11-07 01:35:27,Hyderabad,Burger Barn,North Indian,COD,5,1750,20,1730,4
5930,9242,2025-10-30 18:32:28,Mumbai,Noodle Nation,Italian,NET_BANKING,2,500,10,490,5
5931,9383,2025-10-28 19:45:06,Pune,Noodle Nation,Fast Food,NET_BANKING,1,200,50,150,1
5932,3642,2025-11-16 17:46:06,Chennai,Noodle Nation,Fast Food,CARD,2,800,0,800,4
5933,5127,2025-10-26 06:48:43,Mumbai,Tandoori House,Indian,CARD,3,1050,20,1030,4
5934,8820,2025-11-23 05:51:44,Bangalore,Burger Barn,Fast Food,NET_BANKING,1,150,30,120,2
5935,1035,2025-11-17 03:26:06,Chennai,Noodle Nation,North Indian,UPI,3,450,30,420,1
5936,2670,2025-11-07 02:10:25,Bangalore,Tandoori House,Italian,COD,3,450,0,450,1
5937,3275,2025-11-07 21:28:09,Delhi,Curry Palace,Chinese,CARD,3,900,50,850,4
5938,9158,2025-11-02 20:13:26,Chennai,Tandoori House,North Indian,UPI,3,750,30,720,2
5939,8824,2025-11-12 21:07:24,Chennai,Curry Palace,Fast Food,UPI,3,750,20,730,2
5940,5370,2025-11-07 06:21:32,Bangalore,Spice Hub,Indian,UPI,1,400,30,370,2
5941,1954,2025-10-31 21:43:28,Hyderabad,Curry Palace,Chinese,CARD,4,1200,20,1180,2
5942,5827,2025-11-25 21:12:45,Delhi,Curry Palace,Fast Food,COD,2,1000,20,980,2
5943,8029,2025-11-24 11:18:24,Pune,Spice Hub,Indian,NET_BANKING,1,350,50,300,2
5944,7735,2025-11-18 16:38:49,Bangalore,Tandoori House,Chinese,COD,1,500,10,490,4
5945,7351,2025-10-30 08:50:05,Chennai,Spice Hub,North Indian,NET_BANKING,1,250,10,240,1
5946,3155,2025-10-30 18:14:25,Bangalore,Spice Hub,Fast Food,COD,1,500,50,450,4
5947,3874,2025-11-20 07:47:00,Bangalore,Curry Palace,North Indian,NET_BANKING,1,300,50,250,5
5948,8450,2025-11-15 08:56:59,Mumbai,Burger Barn,North Indian,CARD,2,600,30,570,1
5949,5603,2025-10-26 01:10:46,Bangalore,Spice Hub,Fast Food,COD,2,300,50,250,1
5950,6344,2025-11-02 18:39:30,Mumbai,Curry Palace,Italian,COD,1,300,0,300,5
5951,2266,2025-11-16 21:45:04,Pune,Spice Hub,Indian,NET_BANKING,3,900,30,870,2
5952,2065,2025-11-09 20:09:06,Bangalore,Noodle Nation,Italian,NET_BANKING,4,600,30,570,4
5953,2512,2025-11-05 05:48:39,Pune,Spice Hub,Indian,UPI,3,750,50,700,4
5954,5769,2025-10-29 23:54:40,Hyderabad,Spice Hub,Italian,NET_BANKING,2,500,50,450,1
5955,8916,2025-11-24 03:09:56,Bangalore,Burger Barn,Indian,NET_BANKING,5,2500,10,2490,1
5956,8167,2025-11-04 13:18:00,Delhi,Burger Barn,North Indian,CARD,5,1500,30,1470,5
5957,6963,2025-11-08 19:58:38,Bangalore,Pizza Planet,Chinese,COD,1,300,20,280,5
5958,7030,2025-10-28 08:22:47,Pune,Tandoori House,North Indian,CARD,4,2000,30,1970,5
5959,6437,2025-11-16 22:31:19,Chennai,Tandoori House,Indian,CARD,4,1400,0,1400,3
5960,5274,2025-11-22 22:05:15,Pune,Burger Barn,North Indian,NET_BANKING,2,600,0,600,3
5961,5717,2025-11-06 19:49:11,Chennai,Burger Barn,North Indian,UPI,2,1000,50,950,4
5962,9484,2025-11-20 19:15:29,Bangalore,Spice Hub,Italian,NET_BANKING,1,400,20,380,2
5963,5180,2025-11-14 17:47:18,Bangalore,Pizza Planet,Italian,CARD,3,1050,50,1000,1
5964,5830,2025-11-11 06:35:31,Delhi,Spice Hub,North Indian,COD,1,400,30,370,4
5965,7757,2025-11-03 08:03:51,Bangalore,Noodle Nation,Chinese,NET_BANKING,4,600,30,570,3
5966,7814,2025-11-14 07:51:52,Chennai,Spice Hub,North Indian,UPI,1,400,0,400,2
5967,5628,2025-11-11 04:19:34,Mumbai,Burger Barn,Italian,COD,1,350,0,350,5
5968,8253,2025-11-10 15:08:37,Mumbai,Tandoori House,Indian,CARD,5,1500,50,1450,1
5969,8600,2025-11-10 02:58:23,Mumbai,Pizza Planet,Italian,CARD,1,300,20,280,1
5970,4953,2025-11-01 10:36:25,Chennai,Burger Barn,North Indian,NET_BANKING,3,750,50,700,2
5971,2707,2025-11-05 17:14:47,Delhi,Pizza Planet,Indian,CARD,1,200,50,150,1
5972,2082,2025-11-02 03:40:00,Delhi,Tandoori House,North Indian,COD,2,500,10,490,3
5973,1845,2025-11-17 17:36:33,Hyderabad,Pizza Planet,Italian,UPI,5,1750,0,1750,5
5974,7890,2025-11-11 05:06:12,Pune,Burger Barn,Italian,CARD,1,200,50,150,4
5975,6101,2025-11-11 13:46:58,Bangalore,Tandoori House,Fast Food,CARD,3,1500,10,1490,5
5976,9393,2025-11-10 14:24:12,Hyderabad,Noodle Nation,North Indian,UPI,1,250,30,220,5
5977,1115,2025-11-11 07:30:46,Chennai,Curry Palace,Italian,NET_BANKING,1,400,0,400,1
5978,6847,2025-11-24 09:02:20,Hyderabad,Curry Palace,Italian,COD,5,1750,0,1750,5
5979,5327,2025-11-09 14:22:11,Chennai,Spice Hub,North Indian,CARD,5,1750,50,1700,4
5980,6218,2025-10-28 22:59:44,Mumbai,Burger Barn,North Indian,COD,1,300,50,250,2
5981,4055,2025-11-25 14:14:24,Chennai,Noodle Nation,Italian,CARD,2,500,50,450,1
5982,9719,2025-10-26 23:17:40,Delhi,Noodle Nation,Italian,CARD,3,1200,50,1150,3
5983,4134,2025-11-23 07:19:48,Mumbai,Noodle Nation,Fast Food,NET_BANKING,5,1500,10,1490,5
5984,7476,2025-11-01 04:59:15,Hyderabad,Spice Hub,Fast Food,CARD,4,1600,50,1550,2
5985,6693,2025-11-06 03:35:13,Hyderabad,Noodle Nation,Fast Food,NET_BANKING,1,500,0,500,4
5986,4893,2025-11-09 04:37:40,Mumbai,Noodle Nation,Chinese,NET_BANKING,3,450,0,450,3
5987,1097,2025-11-18 03:41:47,Pune,Burger Barn,Fast Food,COD,5,2500,50,2450,2
5988,7478,2025-11-20 05:53:11,Delhi,Curry Palace,North Indian,COD,4,800,20,780,5
5989,8957,2025-11-14 23:34:47,Mumbai,Noodle Nation,Chinese,UPI,2,400,0,400,1
5990,3843,2025-11-25 19:51:12,Hyderabad,Burger Barn,North Indian,COD,2,1000,20,980,3
5991,5135,2025-11-11 16:50:54,Pune,Tandoori House,North Indian,NET_BANKING,5,750,30,720,3
5992,5240,2025-11-10 01:22:19,Chennai,Curry Palace,Indian,CARD,1,250,0,250,4
5993,9487,2025-11-20 20:16:56,Chennai,Spice Hub,Chinese,CARD,1,200,20,180,3
5994,9288,2025-10-31 19:27:15,Hyderabad,Spice Hub,North Indian,NET_BANKING,1,200,20,180,3
5995,2500,2025-11-04 02:38:19,Bangalore,Pizza Planet,Indian,UPI,3,1500,20,1480,3
5996,6845,2025-11-18 15:44:48,Chennai,Burger Barn,Indian,NET_BANKING,2,300,20,280,3
5997,7436,2025-11-20 09:22:59,Delhi,Noodle Nation,Chinese,CARD,1,250,50,200,1
5998,9081,2025-11-03 10:49:32,Bangalore,Curry Palace,Fast Food,CARD,5,1750,10,1740,4
5999,1198,2025-11-18 16:54:32,Chennai,Spice Hub,North Indian,CARD,2,800,0,800,1
6000,9033,2025-11-06 00:52:54,Hyderabad,Spice Hub,North Indian,COD,3,600,20,580,5
6001,5859,2025-11-06 15:43:00,Mumbai,Tandoori House,North Indian,COD,5,1750,30,1720,3
6002,2886,2025-11-07 15:39:38,Chennai,Noodle Nation,North Indian,CARD,3,900,0,900,2
6003,1849,2025-10-31 03:32:02,Delhi,Curry Palace,Fast Food,NET_BANKING,3,1200,20,1180,2
6004,9992,2025-11-13 23:15:37,Pune,Tandoori House,North Indian,COD,5,2500,50,2450,4
6005,1368,2025-11-08 00:15:53,Pune,Tandoori House,Fast Food,CARD,4,2000,0,2000,4
6006,8145,2025-10-26 20:29:58,Chennai,Noodle Nation,Fast Food,UPI,5,1500,0,1500,2
6007,5638,2025-11-05 10:46:17,Chennai,Spice Hub,Italian,UPI,5,1250,0,1250,1
6008,9988,2025-10-29 20:38:07,Delhi,Tandoori House,Chinese,CARD,1,350,10,340,2
6009,6285,2025-11-17 07:38:03,Mumbai,Curry Palace,Chinese,COD,5,2500,10,2490,1
6010,5952,2025-11-21 02:10:19,Bangalore,Spice Hub,Indian,NET_BANKING,5,1750,30,1720,5
6011,2020,2025-11-22 01:21:57,Chennai,Pizza Planet,Fast Food,COD,1,400,20,380,1
6012,6807,2025-11-19 12:53:20,Delhi,Curry Palace,Fast Food,CARD,2,300,10,290,2
6013,5361,2025-10-31 22:19:25,Delhi,Tandoori House,Italian,CARD,1,300,20,280,3
6014,3676,2025-11-11 15:12:01,Delhi,Pizza Planet,North Indian,NET_BANKING,2,400,20,380,1
6015,7590,2025-11-23 17:43:46,Bangalore,Tandoori House,Indian,UPI,5,1000,50,950,5
6016,4450,2025-11-02 00:51:05,Delhi,Noodle Nation,North Indian,UPI,1,350,0,350,3
6017,4432,2025-11-03 09:31:56,Chennai,Noodle Nation,North Indian,NET_BANKING,2,500,30,470,3
6018,4114,2025-10-28 15:05:32,Mumbai,Noodle Nation,Chinese,NET_BANKING,4,1400,0,1400,4
6019,9273,2025-11-25 01:15:50,Mumbai,Spice Hub,Fast Food,UPI,2,300,20,280,1
6020,5826,2025-10-31 10:13:20,Mumbai,Noodle Nation,North Indian,COD,1,150,30,120,3
6021,9704,2025-11-04 23:04:45,Delhi,Burger Barn,Italian,CARD,3,750,10,740,4
6022,9837,2025-11-14 14:52:22,Bangalore,Pizza Planet,Fast Food,NET_BANKING,1,200,30,170,5
6023,9695,2025-11-02 11:10:30,Delhi,Tandoori House,Indian,UPI,5,2000,0,2000,4
6024,2304,2025-10-31 16:08:01,Chennai,Curry Palace,Indian,COD,1,250,10,240,1
6025,4199,2025-11-10 07:55:09,Mumbai,Pizza Planet,Italian,UPI,4,800,20,780,5
6026,7478,2025-11-21 09:32:43,Mumbai,Pizza Planet,Italian,CARD,5,1500,20,1480,5
6027,5101,2025-11-09 22:46:27,Mumbai,Pizza Planet,Indian,UPI,4,1000,10,990,1
6028,4053,2025-11-24 13:49:21,Chennai,Curry Palace,Chinese,COD,2,500,10,490,1
6029,8919,2025-11-18 23:54:15,Pune,Tandoori House,Fast Food,NET_BANKING,2,300,10,290,4
6030,2756,2025-11-06 19:34:32,Chennai,Spice Hub,Chinese,COD,4,1400,0,1400,5
6031,9168,2025-11-21 05:06:22,Mumbai,Burger Barn,Italian,NET_BANKING,3,750,50,700,4
6032,7890,2025-11-03 22:02:50,Delhi,Tandoori House,Fast Food,COD,2,800,20,780,1
6033,9356,2025-11-02 03:19:24,Delhi,Tandoori House,North Indian,UPI,3,1050,30,1020,5
6034,1168,2025-11-08 21:22:58,Pune,Spice Hub,Chinese,UPI,5,1250,30,1220,3
6035,9844,2025-10-28 01:18:54,Mumbai,Noodle Nation,Chinese,COD,1,250,20,230,5
6036,4025,2025-11-23 07:13:20,Mumbai,Curry Palace,Italian,CARD,1,500,20,480,2
6037,1804,2025-10-29 22:46:19,Pune,Pizza Planet,Chinese,NET_BANKING,1,400,50,350,1
6038,6142,2025-11-18 15:36:01,Delhi,Curry Palace,Fast Food,CARD,5,1750,20,1730,1
6039,4326,2025-11-22 18:08:12,Delhi,Burger Barn,Italian,UPI,4,1000,50,950,3
6040,9456,2025-11-23 10:50:46,Chennai,Noodle Nation,Indian,NET_BANKING,4,1400,10,1390,3
6041,4119,2025-11-01 11:59:33,Hyderabad,Pizza Planet,Chinese,CARD,5,1500,10,1490,4
6042,4814,2025-11-20 14:22:12,Mumbai,Tandoori House,Fast Food,NET_BANKING,5,2000,20,1980,5
6043,2810,2025-10-29 19:24:13,Hyderabad,Burger Barn,Fast Food,UPI,1,200,20,180,5
6044,6765,2025-11-02 17:17:08,Hyderabad,Noodle Nation,Fast Food,NET_BANKING,5,2000,10,1990,1
6045,9550,2025-11-22 14:14:07,Bangalore,Pizza Planet,Indian,UPI,2,400,10,390,1
6046,2311,2025-11-03 05:48:31,Bangalore,Tandoori House,Italian,CARD,3,600,50,550,3
6047,8880,2025-11-04 12:30:26,Mumbai,Spice Hub,Chinese,NET_BANKING,4,800,0,800,5
6048,3065,2025-11-20 13:48:17,Mumbai,Tandoori House,North Indian,UPI,3,900,10,890,4
6049,1072,2025-11-04 21:52:07,Hyderabad,Tandoori House,Italian,NET_BANKING,4,600,30,570,4
6050,5120,2025-11-17 17:36:09,Delhi,Curry Palace,Fast Food,NET_BANKING,2,400,20,380,2
6051,3245,2025-10-29 02:18:23,Mumbai,Noodle Nation,Indian,NET_BANKING,2,700,20,680,4
6052,1393,2025-11-12 11:18:23,Pune,Spice Hub,Fast Food,NET_BANKING,3,750,30,720,5
6053,7265,2025-11-10 15:16:44,Pune,Burger Barn,North Indian,NET_BANKING,3,750,50,700,1
6054,3741,2025-11-15 01:35:12,Pune,Spice Hub,Chinese,CARD,4,1000,20,980,2
6055,7614,2025-11-05 22:36:50,Delhi,Burger Barn,Italian,CARD,3,1500,20,1480,2
6056,5461,2025-11-06 13:24:17,Pune,Burger Barn,Fast Food,UPI,5,1250,20,1230,5
6057,1354,2025-11-11 22:53:22,Delhi,Burger Barn,Chinese,UPI,1,200,10,190,1
6058,2964,2025-11-23 03:44:27,Chennai,Tandoori House,Italian,CARD,3,450,0,450,4
6059,5449,2025-10-30 12:49:02,Chennai,Noodle Nation,Chinese,COD,3,1500,20,1480,1
6060,2582,2025-11-16 17:56:02,Pune,Tandoori House,Italian,UPI,3,1500,50,1450,1
6061,3123,2025-10-31 13:46:23,Mumbai,Spice Hub,Fast Food,UPI,1,300,30,270,5
6062,3802,2025-11-24 19:50:06,Chennai,Noodle Nation,Chinese,CARD,3,900,50,850,4
6063,1493,2025-11-20 00:30:26,Delhi,Burger Barn,Italian,NET_BANKING,5,1500,10,1490,4
6064,5957,2025-11-17 22:08:59,Mumbai,Burger Barn,Italian,COD,4,800,50,750,4
6065,6750,2025-11-23 13:14:53,Hyderabad,Pizza Planet,Indian,CARD,1,200,10,190,2
6066,7981,2025-11-18 14:49:21,Chennai,Pizza Planet,Indian,UPI,3,900,10,890,1
6067,4701,2025-11-22 11:43:31,Bangalore,Tandoori House,North Indian,CARD,4,1400,50,1350,2
6068,7255,2025-11-15 13:34:52,Pune,Curry Palace,Italian,COD,5,1750,30,1720,5
6069,6481,2025-11-25 02:11:38,Mumbai,Burger Barn,North Indian,NET_BANKING,3,600,10,590,2
6070,1522,2025-11-12 22:44:48,Mumbai,Curry Palace,North Indian,COD,4,600,30,570,2
6071,3678,2025-10-31 08:59:50,Mumbai,Noodle Nation,Italian,COD,2,700,0,700,2
6072,8859,2025-11-07 17:48:04,Chennai,Noodle Nation,Italian,CARD,1,350,10,340,5
6073,7627,2025-11-13 02:46:07,Hyderabad,Noodle Nation,Italian,NET_BANKING,2,300,10,290,3
6074,7052,2025-11-09 08:14:43,Hyderabad,Pizza Planet,Chinese,NET_BANKING,1,250,20,230,4
6075,9353,2025-11-20 09:56:33,Bangalore,Noodle Nation,Italian,COD,5,1000,10,990,3
6076,3463,2025-11-24 02:07:16,Pune,Curry Palace,Fast Food,UPI,5,1500,50,1450,3
6077,9701,2025-11-13 23:52:49,Bangalore,Noodle Nation,Chinese,COD,3,750,10,740,3
6078,1271,2025-11-02 09:56:25,Mumbai,Pizza Planet,Fast Food,NET_BANKING,5,750,50,700,3
6079,7213,2025-11-01 05:15:56,Hyderabad,Noodle Nation,Italian,UPI,2,1000,30,970,1
6080,4475,2025-11-24 18:45:37,Delhi,Burger Barn,Indian,UPI,1,350,30,320,4
6081,7776,2025-11-19 13:43:25,Mumbai,Spice Hub,Indian,NET_BANKING,4,800,10,790,4
6082,6221,2025-11-20 11:52:47,Pune,Spice Hub,Chinese,NET_BANKING,5,750,20,730,2
6083,2596,2025-11-10 21:32:03,Hyderabad,Noodle Nation,Fast Food,NET_BANKING,2,400,20,380,3
6084,7542,2025-11-25 08:29:40,Delhi,Pizza Planet,Indian,COD,4,1000,50,950,5
6085,1991,2025-11-16 01:11:45,Delhi,Pizza Planet,Fast Food,CARD,4,1000,0,1000,1
6086,2722,2025-11-13 19:51:09,Hyderabad,Noodle Nation,Fast Food,CARD,2,500,50,450,3
6087,8965,2025-11-24 21:59:14,Bangalore,Tandoori House,Indian,NET_BANKING,1,300,50,250,2
6088,8709,2025-11-08 02:04:05,Hyderabad,Curry Palace,Italian,NET_BANKING,3,600,10,590,2
6089,1066,2025-11-04 12:49:43,Hyderabad,Pizza Planet,Italian,NET_BANKING,1,250,10,240,2
6090,1659,2025-11-21 21:51:25,Mumbai,Tandoori House,North Indian,UPI,3,1050,0,1050,4
6091,7274,2025-11-05 08:53:21,Mumbai,Burger Barn,Fast Food,NET_BANKING,2,400,10,390,3
6092,6710,2025-10-31 04:29:25,Delhi,Tandoori House,Fast Food,CARD,1,200,30,170,1
6093,3456,2025-11-08 22:36:16,Hyderabad,Spice Hub,North Indian,UPI,2,600,30,570,5
6094,5350,2025-11-14 05:48:28,Delhi,Burger Barn,Fast Food,CARD,3,900,20,880,1
6095,1557,2025-11-15 06:26:14,Mumbai,Pizza Planet,North Indian,NET_BANKING,1,200,20,180,4
6096,9614,2025-10-26 10:26:03,Pune,Spice Hub,Chinese,COD,5,1750,0,1750,4
6097,4601,2025-11-03 16:35:46,Pune,Pizza Planet,Indian,NET_BANKING,4,600,50,550,2
6098,3584,2025-11-09 11:30:21,Mumbai,Tandoori House,Chinese,COD,2,500,10,490,5
6099,1503,2025-11-25 04:22:58,Mumbai,Spice Hub,Fast Food,UPI,2,500,50,450,3
6100,3756,2025-10-30 12:50:32,Bangalore,Pizza Planet,Chinese,UPI,1,500,0,500,4
6101,8131,2025-11-05 12:04:41,Bangalore,Spice Hub,Chinese,COD,3,1500,30,1470,4
6102,7929,2025-11-22 07:40:23,Pune,Curry Palace,Chinese,UPI,4,1600,20,1580,4
6103,4914,2025-11-18 18:47:21,Bangalore,Spice Hub,Chinese,COD,5,2500,10,2490,5
6104,7841,2025-11-17 08:52:27,Chennai,Pizza Planet,North Indian,UPI,2,800,0,800,1
6105,9477,2025-11-15 14:48:21,Pune,Spice Hub,North Indian,NET_BANKING,3,1500,30,1470,4
6106,3613,2025-11-01 15:07:40,Mumbai,Burger Barn,Fast Food,COD,4,2000,30,1970,3
6107,2611,2025-11-11 06:42:58,Hyderabad,Spice Hub,Fast Food,UPI,1,250,30,220,3
6108,5745,2025-11-14 16:25:18,Chennai,Noodle Nation,Fast Food,NET_BANKING,3,900,50,850,4
6109,8475,2025-11-19 07:54:02,Pune,Burger Barn,Chinese,COD,3,600,0,600,5
6110,6389,2025-10-30 07:58:39,Bangalore,Curry Palace,North Indian,UPI,1,350,10,340,1
6111,8352,2025-11-02 20:57:45,Delhi,Burger Barn,Indian,UPI,2,800,10,790,1
6112,3639,2025-11-01 17:38:43,Hyderabad,Curry Palace,Indian,COD,5,1750,30,1720,3
6113,5278,2025-11-09 05:51:42,Bangalore,Noodle Nation,North Indian,COD,3,900,50,850,2
6114,6989,2025-11-11 20:54:02,Pune,Tandoori House,Italian,NET_BANKING,2,500,20,480,5
6115,9524,2025-11-01 17:59:42,Mumbai,Noodle Nation,Chinese,COD,2,600,20,580,3
6116,5773,2025-11-02 09:51:27,Hyderabad,Burger Barn,Fast Food,UPI,2,500,10,490,3
6117,5771,2025-11-10 10:38:19,Chennai,Burger Barn,Italian,NET_BANKING,3,1500,0,1500,3
6118,7836,2025-11-20 14:22:05,Delhi,Burger Barn,Italian,CARD,3,750,50,700,5
6119,6851,2025-11-08 08:24:55,Delhi,Noodle Nation,North Indian,NET_BANKING,3,450,10,440,1
6120,9688,2025-11-24 21:30:55,Delhi,Curry Palace,Chinese,CARD,5,1250,0,1250,1
6121,6464,2025-11-07 20:47:02,Chennai,Curry Palace,Fast Food,CARD,1,300,20,280,4
6122,4478,2025-11-13 05:45:15,Pune,Tandoori House,Italian,NET_BANKING,5,750,50,700,2
6123,6039,2025-10-27 07:38:07,Hyderabad,Noodle Nation,Chinese,NET_BANKING,1,350,20,330,4
6124,7346,2025-11-23 00:48:49,Mumbai,Burger Barn,Indian,CARD,4,1200,0,1200,4
6125,2160,2025-11-08 06:21:24,Hyderabad,Pizza Planet,Indian,CARD,1,250,20,230,2
6126,2709,2025-11-15 09:40:06,Pune,Curry Palace,North Indian,COD,2,300,30,270,1
6127,1447,2025-11-22 21:01:08,Delhi,Spice Hub,Italian,CARD,1,200,0,200,4
6128,7378,2025-11-02 21:52:02,Pune,Burger Barn,Indian,COD,4,1400,20,1380,3
6129,9550,2025-11-15 19:20:25,Bangalore,Noodle Nation,North Indian,CARD,1,300,10,290,5
6130,3281,2025-11-10 20:06:04,Chennai,Burger Barn,Fast Food,COD,1,250,30,220,1
6131,2854,2025-11-04 11:44:30,Delhi,Spice Hub,Fast Food,CARD,3,600,10,590,1
6132,5328,2025-11-18 14:01:25,Hyderabad,Tandoori House,Chinese,NET_BANKING,3,600,30,570,3
6133,4422,2025-11-25 09:07:46,Pune,Noodle Nation,Italian,COD,5,1750,50,1700,3
6134,8003,2025-11-17 08:47:08,Mumbai,Noodle Nation,Fast Food,COD,4,1600,50,1550,5
6135,4350,2025-11-09 11:05:53,Delhi,Noodle Nation,North Indian,CARD,5,2500,10,2490,2
6136,9639,2025-11-05 00:58:14,Chennai,Spice Hub,Indian,CARD,4,1600,20,1580,4
6137,2871,2025-11-20 14:58:25,Bangalore,Curry Palace,Fast Food,NET_BANKING,4,1000,10,990,1
6138,7531,2025-11-10 11:25:50,Mumbai,Spice Hub,Chinese,COD,2,600,10,590,4
6139,7012,2025-11-10 22:47:29,Mumbai,Curry Palace,Chinese,CARD,1,500,30,470,4
6140,3454,2025-11-09 22:47:08,Delhi,Noodle Nation,Chinese,NET_BANKING,3,1200,30,1170,1
6141,8832,2025-11-15 02:51:30,Delhi,Pizza Planet,Fast Food,CARD,1,300,50,250,2
6142,7717,2025-11-12 20:30:28,Chennai,Tandoori House,North Indian,COD,3,1500,20,1480,5
6143,7461,2025-10-26 05:50:33,Hyderabad,Burger Barn,Fast Food,CARD,2,1000,50,950,3
6144,9542,2025-11-09 05:05:22,Chennai,Spice Hub,North Indian,NET_BANKING,3,450,0,450,3
6145,8506,2025-11-25 08:26:01,Pune,Burger Barn,Indian,NET_BANKING,2,1000,10,990,1
6146,7315,2025-10-30 14:21:38,Chennai,Tandoori House,Indian,CARD,1,500,10,490,4
6147,1066,2025-11-22 23:03:27,Mumbai,Tandoori House,Italian,NET_BANKING,4,1000,0,1000,3
6148,9099,2025-10-30 03:29:40,Chennai,Pizza Planet,Chinese,CARD,1,500,50,450,2
6149,3745,2025-11-21 00:00:42,Mumbai,Burger Barn,Fast Food,COD,4,800,20,780,1
6150,7807,2025-11-17 19:40:14,Chennai,Pizza Planet,Fast Food,UPI,3,1200,50,1150,2
6151,5028,2025-11-06 18:37:56,Hyderabad,Pizza Planet,North Indian,UPI,3,900,0,900,4
6152,2816,2025-11-10 23:33:09,Chennai,Pizza Planet,Italian,COD,2,600,50,550,2
6153,7195,2025-11-19 15:17:18,Chennai,Pizza Planet,Fast Food,COD,4,1600,10,1590,2
6154,3533,2025-10-26 02:44:25,Chennai,Spice Hub,Fast Food,NET_BANKING,3,900,20,880,3
6155,6590,2025-11-05 14:11:40,Delhi,Spice Hub,Italian,UPI,5,2500,10,2490,2
6156,1847,2025-10-28 21:37:47,Hyderabad,Pizza Planet,Italian,UPI,4,1400,0,1400,1
6157,8999,2025-11-08 03:49:15,Pune,Noodle Nation,Fast Food,NET_BANKING,2,700,0,700,3
6158,1722,2025-11-02 14:01:36,Mumbai,Burger Barn,North Indian,CARD,5,1250,10,1240,3
6159,5954,2025-11-16 21:51:59,Pune,Pizza Planet,North Indian,UPI,5,1000,50,950,3
6160,5622,2025-11-23 01:43:17,Pune,Spice Hub,Indian,COD,1,200,0,200,5
6161,3724,2025-10-26 02:23:25,Pune,Burger Barn,Italian,NET_BANKING,3,450,0,450,4
6162,4610,2025-10-31 17:07:44,Bangalore,Curry Palace,Italian,NET_BANKING,1,350,0,350,5
6163,7209,2025-11-10 22:55:58,Delhi,Tandoori House,North Indian,COD,1,500,10,490,3
6164,4161,2025-11-25 02:34:46,Mumbai,Spice Hub,Italian,NET_BANKING,1,300,0,300,3
6165,1920,2025-10-30 10:10:26,Chennai,Tandoori House,Indian,COD,2,300,10,290,1
